entity_name,timestamp,customer_id,signup_date,cohort_month,region,role,team,plan_tier,lifecycle_status,mrr_usd,seats,expansion_mrr_usd,contraction_mrr_usd,churned_this_month,new_customer_this_month,seasonality_index,noise_component,anomaly_flag,category,source_type
STEADYFLOW_CLOUD,2023-01-01,STEADY_00043,2022-07-01,2022-07-01,NA,individual_contributor,sales,growth,active,535.01,14,0.0,0.58,0,0,1.0,-0.0034,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00044,2022-05-01,2022-05-01,NA,executive_sponsor,customer_success,starter,active,156.25,2,1.89,0.0,0,0,1.0,-0.0058,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00045,2022-07-01,2022-07-01,NA,individual_contributor,customer_success,starter,active,160.39,2,7.46,0.0,0,0,1.0,0.0338,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00046,2022-03-01,2022-03-01,NA,operations_manager,product,growth,active,211.05,10,0.0,9.09,0,0,1.0,-0.045,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00047,2022-05-01,2022-05-01,NA,individual_contributor,marketing,growth,active,371.61,14,5.6,0.0,0,0,1.0,-0.0054,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00048,2022-12-01,2022-12-01,NA,individual_contributor,product,starter,active,88.41,5,2.15,0.0,0,0,1.0,0.0146,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00050,2022-02-01,2022-02-01,NA,individual_contributor,marketing,growth,active,390.44,14,5.1,0.0,0,0,1.0,-0.0174,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00051,2022-06-01,2022-06-01,APAC,individual_contributor,sales,growth,active,255.24,19,0.0,1.67,0,0,1.0,-0.0072,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00052,2022-06-01,2022-06-01,EU,individual_contributor,product,starter,active,152.98,1,1.83,0.0,0,0,1.0,-0.0005,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00053,2022-04-01,2022-04-01,EU,team_lead,sales,starter,active,161.48,5,0.0,1.73,0,0,1.0,-0.0086,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00054,2022-02-01,2022-02-01,EU,individual_contributor,sales,starter,active,157.85,1,1.7,0.0,0,0,1.0,-0.0099,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00055,2022-10-01,2022-10-01,LATAM,executive_sponsor,marketing,starter,active,145.33,1,0.0,2.11,0,0,1.0,-0.0269,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00056,2022-12-01,2022-12-01,EU,individual_contributor,product,enterprise,active,1947.01,73,21.8,0.0,0,0,1.0,0.0007,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00057,2022-02-01,2022-02-01,NA,individual_contributor,product,enterprise,active,641.72,39,8.83,0.0,0,0,1.0,-0.0012,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00058,2022-10-01,2022-10-01,NA,individual_contributor,marketing,growth,active,529.76,12,0.0,6.18,0,0,1.0,-0.0075,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00059,2022-02-01,2022-02-01,EU,operations_manager,product,growth,active,381.32,17,1.26,0.0,0,0,1.0,0.0058,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00060,2022-08-01,2022-08-01,NA,individual_contributor,product,starter,active,152.15,5,6.34,0.0,0,0,1.0,0.0243,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00061,2022-09-01,2022-09-01,NA,team_lead,sales,starter,active,183.75,4,2.43,0.0,0,0,1.0,0.0073,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00062,2022-10-01,2022-10-01,LATAM,team_lead,product,starter,active,147.51,1,1.12,0.0,0,0,1.0,0.0048,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00063,2022-09-01,2022-09-01,APAC,operations_manager,sales,enterprise,active,702.77,24,16.38,0.0,0,0,1.0,0.0041,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00064,2022-02-01,2022-02-01,EU,individual_contributor,marketing,enterprise,active,1330.75,104,0.0,55.76,0,0,1.0,-0.0339,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00065,2022-05-01,2022-05-01,EU,team_lead,sales,enterprise,active,2219.07,48,0.0,58.92,0,0,1.0,-0.0277,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00066,2023-01-01,2023-01-01,NA,individual_contributor,product,growth,active,221.95,14,0.0,0.73,0,1,1.0,-0.0108,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00067,2022-09-01,2022-09-01,NA,team_lead,product,starter,active,147.71,2,6.37,0.0,0,0,1.0,0.0375,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00068,2022-04-01,2022-04-01,APAC,individual_contributor,customer_success,starter,active,171.3,1,0.0,4.86,0,0,1.0,-0.0243,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00069,2022-03-01,2022-03-01,EU,individual_contributor,customer_success,starter,active,100.71,1,2.45,0.0,0,0,1.0,0.0193,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00070,2022-08-01,2022-08-01,NA,individual_contributor,customer_success,starter,active,155.11,5,0.61,0.0,0,0,1.0,-0.0044,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00071,2022-03-01,2022-03-01,NA,individual_contributor,marketing,growth,active,349.9,11,0.0,3.32,0,0,1.0,-0.0169,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00073,2022-07-01,2022-07-01,NA,individual_contributor,product,growth,active,417.14,15,12.25,0.0,0,0,1.0,0.0124,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00074,2022-10-01,2022-10-01,NA,individual_contributor,customer_success,starter,active,77.11,3,0.0,0.09,0,0,1.0,0.0022,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00075,2022-12-01,2022-12-01,NA,operations_manager,sales,growth,active,358.41,7,0.0,7.58,0,0,1.0,-0.0214,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00076,2022-05-01,2022-05-01,APAC,individual_contributor,customer_success,enterprise,active,2339.77,89,55.15,0.0,0,0,1.0,0.0127,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00077,2022-08-01,2022-08-01,APAC,operations_manager,sales,starter,active,165.5,2,4.17,0.0,0,0,1.0,0.0145,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00078,2022-08-01,2022-08-01,NA,team_lead,sales,growth,active,518.33,13,0.0,10.23,0,0,1.0,-0.0212,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00079,2022-03-01,2022-03-01,NA,operations_manager,marketing,starter,active,160.45,5,3.6,0.0,0,0,1.0,0.0036,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00080,2022-04-01,2022-04-01,NA,individual_contributor,marketing,starter,active,132.84,1,2.67,0.0,0,0,1.0,0.0042,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00081,2022-09-01,2022-09-01,NA,individual_contributor,sales,starter,active,173.52,1,2.81,0.0,0,0,1.0,0.0089,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00082,2022-10-01,2022-10-01,EU,operations_manager,marketing,enterprise,active,1961.75,55,9.16,0.0,0,0,1.0,0.0065,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00083,2023-01-01,2023-01-01,LATAM,team_lead,product,starter,active,138.91,4,0.0,3.3,0,1,1.0,-0.0203,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00084,2022-12-01,2022-12-01,NA,individual_contributor,sales,enterprise,active,1517.52,76,8.97,0.0,0,0,1.0,0.0021,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00085,2022-12-01,2022-12-01,APAC,operations_manager,marketing,growth,active,340.16,20,1.97,0.0,0,0,1.0,0.0041,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00086,2022-05-01,2022-05-01,APAC,team_lead,marketing,growth,active,500.46,16,15.11,0.0,0,0,1.0,0.0104,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00087,2022-07-01,2022-07-01,NA,individual_contributor,sales,starter,active,146.58,2,4.06,0.0,0,0,1.0,0.0091,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00088,2022-12-01,2022-12-01,EU,individual_contributor,marketing,growth,active,530.39,15,10.41,0.0,0,0,1.0,0.0235,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00089,2022-08-01,2022-08-01,EU,individual_contributor,customer_success,starter,active,87.79,4,1.09,0.0,0,0,1.0,0.0109,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00090,2022-11-01,2022-11-01,NA,individual_contributor,customer_success,starter,active,172.56,4,0.0,2.28,0,0,1.0,-0.0122,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00091,2022-02-01,2022-02-01,LATAM,team_lead,sales,enterprise,active,1493.49,89,47.06,0.0,0,0,1.0,0.0093,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00092,2022-05-01,2022-05-01,EU,individual_contributor,product,starter,active,90.04,5,0.61,0.0,0,0,1.0,0.0013,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00093,2022-12-01,2022-12-01,NA,team_lead,product,starter,active,92.36,4,0.0,1.4,0,0,1.0,-0.0288,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00094,2022-05-01,2022-05-01,NA,executive_sponsor,marketing,growth,active,562.31,6,27.6,0.0,0,0,1.0,0.0377,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00095,2022-05-01,2022-05-01,NA,team_lead,product,starter,active,118.36,3,0.0,1.93,0,0,1.0,-0.0214,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00096,2022-03-01,2022-03-01,EU,individual_contributor,sales,growth,active,259.68,7,5.01,0.0,0,0,1.0,0.0008,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00097,2023-01-01,2023-01-01,APAC,individual_contributor,sales,starter,active,160.97,5,1.59,0.0,0,1,1.0,0.0168,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00098,2022-03-01,2022-03-01,EU,executive_sponsor,sales,starter,active,111.47,2,1.8,0.0,0,0,1.0,0.0096,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00099,2022-05-01,2022-05-01,NA,executive_sponsor,product,starter,active,102.87,4,0.0,1.37,0,0,1.0,-0.0076,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00100,2022-12-01,2022-12-01,NA,operations_manager,sales,growth,active,539.75,10,1.53,0.0,0,0,1.0,-0.0051,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00101,2022-08-01,2022-08-01,EU,executive_sponsor,product,enterprise,active,2288.78,100,84.88,0.0,0,0,1.0,0.0219,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00102,2022-12-01,2022-12-01,EU,individual_contributor,sales,growth,active,489.96,6,0.0,15.74,0,0,1.0,-0.0327,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00103,2022-04-01,2022-04-01,EU,operations_manager,product,growth,active,527.34,11,0.0,18.07,0,0,1.0,-0.0456,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00104,2022-10-01,2022-10-01,NA,individual_contributor,marketing,enterprise,active,1118.84,39,12.93,0.0,0,0,1.0,-0.003,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00105,2022-12-01,2022-12-01,EU,team_lead,marketing,growth,active,621.49,8,7.39,0.0,0,0,1.0,-0.0017,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00106,2023-01-01,2023-01-01,APAC,individual_contributor,sales,growth,active,218.77,9,6.26,0.0,0,1,1.0,0.0111,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00107,2022-09-01,2022-09-01,APAC,individual_contributor,customer_success,starter,active,171.11,1,2.65,0.0,0,0,1.0,-0.0115,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00108,2022-04-01,2022-04-01,NA,individual_contributor,customer_success,growth,active,412.49,14,3.64,0.0,0,0,1.0,-0.0073,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00109,2022-11-01,2022-11-01,NA,team_lead,customer_success,growth,active,613.64,6,9.5,0.0,0,0,1.0,0.0226,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00110,2022-07-01,2022-07-01,NA,individual_contributor,sales,starter,active,118.45,2,4.04,0.0,0,0,1.0,0.0196,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00111,2022-04-01,2022-04-01,APAC,operations_manager,marketing,starter,active,158.61,4,3.47,0.0,0,0,1.0,0.0015,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00112,2022-11-01,2022-11-01,EU,operations_manager,customer_success,starter,active,129.44,5,0.0,3.99,0,0,1.0,-0.0156,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00113,2022-06-01,2022-06-01,EU,individual_contributor,marketing,starter,active,114.82,5,1.9,0.0,0,0,1.0,0.0159,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00114,2022-02-01,2022-02-01,APAC,team_lead,sales,starter,active,108.13,2,0.69,0.0,0,0,1.0,0.0037,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00115,2022-07-01,2022-07-01,NA,individual_contributor,marketing,starter,active,105.48,5,0.0,0.2,0,0,1.0,-0.0131,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00116,2022-03-01,2022-03-01,NA,team_lead,product,starter,active,122.56,1,0.4,0.0,0,0,1.0,-0.0099,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00117,2022-06-01,2022-06-01,EU,individual_contributor,product,growth,active,420.35,20,0.0,2.7,0,0,1.0,-0.0048,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00118,2022-07-01,2022-07-01,NA,individual_contributor,product,starter,active,72.84,2,2.21,0.0,0,0,1.0,0.0274,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00119,2022-02-01,2022-02-01,EU,individual_contributor,marketing,starter,active,156.34,5,6.81,0.0,0,0,1.0,0.0291,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00121,2022-05-01,2022-05-01,LATAM,individual_contributor,marketing,starter,active,87.11,3,0.0,0.86,0,0,1.0,-0.0054,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00122,2022-11-01,2022-11-01,EU,team_lead,customer_success,growth,active,475.55,10,20.65,0.0,0,0,1.0,0.0104,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00123,2022-05-01,2022-05-01,APAC,operations_manager,customer_success,starter,active,156.63,4,3.26,0.0,0,0,1.0,0.0,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00124,2022-03-01,2022-03-01,NA,team_lead,product,starter,active,184.44,3,3.71,0.0,0,0,1.0,0.0037,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00125,2022-02-01,2022-02-01,NA,individual_contributor,marketing,growth,active,627.68,9,8.44,0.0,0,0,1.0,0.0057,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00126,2022-03-01,2022-03-01,NA,individual_contributor,marketing,growth,active,441.39,11,3.46,0.0,0,0,1.0,0.0055,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00127,2022-04-01,2022-04-01,NA,executive_sponsor,sales,starter,active,130.67,1,2.73,0.0,0,0,1.0,0.0077,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00128,2022-10-01,2022-10-01,LATAM,team_lead,sales,growth,active,381.65,17,10.76,0.0,0,0,1.0,0.0287,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00129,2022-07-01,2022-07-01,NA,operations_manager,product,starter,active,179.69,5,0.37,0.0,0,0,1.0,0.0013,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00130,2022-08-01,2022-08-01,NA,individual_contributor,marketing,starter,active,79.85,4,0.11,0.0,0,0,1.0,-0.0005,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00131,2022-08-01,2022-08-01,NA,individual_contributor,customer_success,starter,active,125.41,5,0.95,0.0,0,0,1.0,0.0007,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00132,2022-04-01,2022-04-01,NA,team_lead,sales,growth,active,326.91,6,13.35,0.0,0,0,1.0,0.0274,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00133,2022-12-01,2022-12-01,NA,operations_manager,product,enterprise,active,816.02,79,12.37,0.0,0,0,1.0,0.0159,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00134,2022-11-01,2022-11-01,NA,individual_contributor,product,starter,active,157.83,1,0.0,2.57,0,0,1.0,-0.0178,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00135,2022-09-01,2022-09-01,NA,individual_contributor,product,starter,active,96.15,5,1.33,0.0,0,0,1.0,-0.0036,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00136,2022-04-01,2022-04-01,NA,individual_contributor,marketing,enterprise,active,1537.77,89,29.46,0.0,0,0,1.0,-0.0035,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00137,2022-02-01,2022-02-01,LATAM,team_lead,customer_success,growth,active,294.08,7,7.03,0.0,0,0,1.0,0.0221,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00138,2022-03-01,2022-03-01,NA,individual_contributor,product,growth,active,201.14,8,3.02,0.0,0,0,1.0,0.0111,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00139,2022-03-01,2022-03-01,NA,individual_contributor,sales,enterprise,active,1436.31,36,4.13,0.0,0,0,1.0,0.0096,0,saas,csv
STEADYFLOW_CLOUD,2023-01-01,STEADY_00140,2022-03-01,2022-03-01,EU,executive_sponsor,product,growth,active,458.02,16,0.82,0.0,0,0,1.0,0.0013,0,saas,csv
